,Vedio Urls,No of Views,Date Created,NO of Comments,comments,Likes,Dislikes
69,https://www.youtube.com/watch?v=NljV4UjnFJc,882,"Apr 7, 2009",7,"['LOL! I like how he said ""what!?"" in a high pitched voice.', 'Thats a good question Rob, will I miss this place...hmmm', 'i miss waikiki.  still the same traffic!', 'I was in Hawaii in 11/2000. I stayed at the W Honolulu. It was soo nice. I see  its now known as the Lotus and the club/resturaunt is gone. I would love to go back but that 10hr flight is a dealbreaker.', 'Hi ROB!!!!!', 'mmm,  he is right, it is a bit small, but, compared with London, where you can feel lonely, the ideal would be to stay in Hawaii for january and february, every year.\n.\nMind you you would notice the cold upon retuning.\n\nnice vt.', 'Was that new brown tower the new Trump thingie?']",12,1
70,https://www.youtube.com/watch?v=ClEazECIJIY,1132,"Jun 14, 2009",0,no Comments ,0,0
71,https://www.youtube.com/watch?v=KYtDauRALOw,456,"Nov 4, 2010",0,no Comments ,0,0
72,https://www.youtube.com/watch?v=bZ6Tq0KWSsU,13684,"Feb 21, 2011",5,"['differential lock could made the difference xD', 'Aí e bruto', 'what do i do now???', 'Damn that thing is a beast. Looks like the only reason it got stuck is cuz it bottomed out. You should put a little lift on that thing.', 'deuce to get stuck sucks but it was cool']",13,1
73,https://www.youtube.com/watch?v=Qw74XMcXylk,3871,"Jun 23, 2010",1,['No mamen ahora solo por k el colo de caballo..o..llegua es color blanco ya es kancia  pendejos'],1,0
74,https://www.youtube.com/watch?v=nXgq-W7J6ho,206,"May 2, 2009",1,"['Yes, I was there for that incredible moan and I survived!']",7,0
75,https://www.youtube.com/watch?v=LpyfH9y70-4,6229,"Dec 6, 2009",2,"['Car show was in Oxnard, CA 12-6-2009', 'Driving the slave cars today I see!']",5,0
76,https://www.youtube.com/watch?v=g3oqxu4AhBw,63,"Jul 15, 2010",0,no Comments ,0,0
77,https://www.youtube.com/watch?v=7Szv9W_c9vw,463,"Jun 14, 2011",0,no Comments ,0,0
78,https://www.youtube.com/watch?v=34Pma_R21A8,38,"Apr 28, 2011",0,no Comments ,1,0
79,https://www.youtube.com/watch?v=BOz2UDXFEFE,4675,"Oct 5, 2009",1,['shum i bukur '],3,0
80,https://www.youtube.com/watch?v=-2XqYAZdnkI,2049,"Oct 5, 2010",0,no Comments ,1,0
81,https://www.youtube.com/watch?v=FGDV18DLh1E,13,"Apr 29, 2011",0,no Comments ,0,0
82,https://www.youtube.com/watch?v=gsedcGTdTr0,7497,"Jun 8, 2010",2,"['And they from KC', 'theres a money lending company in the uk called kwik cash aswell..sue them or sumthing']",26,1
83,https://www.youtube.com/watch?v=EXQa80TsJS0,336,"Jun 25, 2011",0,no Comments ,3,0
84,https://www.youtube.com/watch?v=BuDOogl9_RQ,425,"Jun 20, 2010",0,no Comments ,0,0
85,https://www.youtube.com/watch?v=lItIn5o71V4,20,"May 23, 2011",0,no Comments ,0,0
86,https://www.youtube.com/watch?v=7AL4gcosxvA,2780,"Mar 6, 2011",2,"['Great video my friend.....hopefully, next year i am gonna buy 2 new pairs, a Gloster canary pair and a red factor canary pair.', 'lokking forward for the next videoclip when those eggs hatch. Should be any time soon, ']",7,0
87,https://www.youtube.com/watch?v=oOcxjPiPEiw,3370,"Jun 27, 2011",14,"['Ahaha~ REO-kun and RARA-chan look so happy and comfortable inside those boxes~ q(^^=)~', 'Yes, they do.  :D', 'Awesome - and so peaceful!', 'あーもうあーもう!!!!!!\nかわいーーーーーーーーー(´；ω；´)幸せになれる。ありがとう。', 'first!', ""Awwwww. ^_^\nIt's funny, at the very beginning of the video I thought that it was only Reo lying there, and then SURPRISE! Rara's here too! :D"", 'Of course they love boxes, nothing best to play and seep in boxes for any cat :)\n\nThey are soo cute and lovely.\n\nHave a good time', 'their gorgeousness is killing me here!', 'クロネコヤマトさんに運ばれちゃう～！ ＞＜；', ""This is too cute.  I love Rara's face when you first open the box with her inside, her eyes are so pretty <3  Reo at 0:30 is so adorable <3"", 'なまもの\u3000ララさんｗ\u3000「うｐいつもありがとうございます＾＾」', 'Send Reo to me, cash on delivery!\n代金引換でREOを送ってね', ""What cat worth his/her whiskers doesn't enjoy a good box? I absolutely adore Reo and Rara "", 'Reo and Rara say we dont need bed we are happy with boxes.  They are so cute and lovely.  Arigatou gozaimasu for this video my dear friend. Hugs to you and your kitties from Mary and Michita']",69,1
88,https://www.youtube.com/watch?v=aqp_quyEngw,15763,"Aug 3, 2009",5,"['Graag gedaan.', 'CL-415 Water Bomber amphibious aircrafts scooping water from river Neretva, near Komin, Croatia 12.08.2012', 'onwijs gaaf om te zien!', 'idd', 'dit heb ik ook meegemaakt, maar dan in zuid Frankrijk in de buurt van Bordeaux']",12,2
89,https://www.youtube.com/watch?v=tYCS_yRhxJQ,12388,"Feb 12, 2008",2,"['コメントどうもありがとうございます。\n次回があるかどうか私にもわかりませんがね。\nカモメの群れは地方の遊覧船などでわりと見かけることがあります。', '「目をつつかれる人の姿」\n次回に期待してます（笑）']",1,2
90,https://www.youtube.com/watch?v=r2EP5fXW-vI,5877,"Dec 30, 2009",2,"['Elephants are such majestic, intelligent creatures.  One of my favorite wild animals.', 'I think they\'re saying ""Leave us the hell alone!"" But that\'s just a guess really.']",16,1
91,https://www.youtube.com/watch?v=-LGAdTt1YKQ,19083,"Oct 29, 2010",9,"['就讓他好好走吧', '就讓他好好走吧', '這條路每個人要走', '賜姓氏族弟妹', '他在天之靈保佑你們', '堅強一點否則大嫂不能放心離開', '蔡有美一路好走你在天堂上做好的美麗又笑容跟可愛又單純\n因為你在天堂上漂亮的天使加\n油有美最後一程你的夫妻陳志輝有你的兒子陳永康他跟乖所\n以永康跟孝順靠陳爸爸做山永', '不要這樣嫂子走不開', '下輩子再相遇']",29,2
92,https://www.youtube.com/watch?v=lRgl5wBgTQc,1162,"Sep 21, 2009",1,['cool'],7,1
93,https://www.youtube.com/watch?v=SNqtno2pOzc,318,"Oct 3, 2009",0,no Comments ,0,0
94,https://www.youtube.com/watch?v=n_duwPr9jBk,1268,"Jun 21, 2009",0,no Comments ,LIKE,DISLIKE
95,https://www.youtube.com/watch?v=VkT2QI1PAQA,17363,"Jan 23, 2011",5,"[""That's frickin fast"", 'hallo buddy', 'bang,,,,sepedanya abis dibawah jangan buat latian angkat besi ya....hehehehe', 'sob numpang nanya nih kalo mau bikin GB dimana ya? harganya kisaran berapa? thx sebelumnya', 'and then a wild pot hole appeared ']",23,2
96,https://www.youtube.com/watch?v=hnZvUHrA3CY,6786,"Dec 23, 2010",1,"['luv seeing Die take those big gut shots... sticks it out & grunts like bull as Titan pulls his trunks out at 6:30 and buries his fist into that huge keg,,,, then guts Titan at 8:55 and shows him whose best man.... ']",6,3
97,https://www.youtube.com/watch?v=aqcyaaIvcHY,1106,"Feb 12, 2009",0,no Comments ,2,0
98,https://www.youtube.com/watch?v=9tXVaL-1T90,836,"Jan 13, 2011",0,no Comments ,1,0
99,https://www.youtube.com/watch?v=yY5mv4elIo8,36376,"Nov 2, 2010",1,['супер выставка! '],25,3
100,https://www.youtube.com/watch?v=3hHzOXBkDCA,16574,"May 17, 2009",3,"['Tremendo video .. esas truchas si que lo son.. cómo este vídeo', 'TOTAL MENTE MALO', 'jajaja que ganas de tener mi caña ahi...']",2,31
101,https://www.youtube.com/watch?v=JRUVMIxZKvI,52189,"Feb 6, 2009",3,"['@whatdafuque   LOL,, agreed. Gloves would be the best option :)      All that being said, steam works!', 'The music is too creepy!', 'Have you guys ever tought about for cleaning te batooms plus te grout aproaching Wal Mart this would be a great tool , plus the grount ,, I  work over night for Wal mart and tis would make my job easyer and quicker']",53,7
102,https://www.youtube.com/watch?v=Q7n9DgJT_cM,26103,"Sep 9, 2009",2,"['elefante aziatico não se encontra, se encontra elefante asiático!!', '"" em nenhum outro lugar da natureza é possivel encontrar um Elefante ,rinoceronte e um bufalo juntos"" , e na Africa se acha oq ? Claro que vc não Acha o elefante aziatico , bufalo e rinoceronte indianos .']",48,5
103,https://www.youtube.com/watch?v=TQgcD2LC6Qg,400,"Mar 17, 2011",4,"[""@tokenchoke311 naaa.. like a home aid.. haha im jk.. i seriously roll out of my bed and upload these and didn't notice that.. im not exactly a spelling bee champion either ;0 "", '@DRUMWTF ha, i wish.. that would only cost a few hundred dollars ;0 ', 'Brilliant. ', 'Do you play any online  video games like mw2 or black ops if you do what system']",9,2
104,https://www.youtube.com/watch?v=SHdB8t2MIik,1534,"May 4, 2011",0,no Comments ,4,0
105,https://www.youtube.com/watch?v=ZZBBcTBPmis,369,"Jan 4, 2011",0,no Comments ,1,0
106,https://www.youtube.com/watch?v=OEeKLkbpJ_w,1022,"Jun 13, 2008",0,no Comments ,0,1
107,https://www.youtube.com/watch?v=0A5lY3D32mA,16821,"Oct 29, 2010",8,"['Show me the cell tower!', '@miramar9999 \nTHANK YOU FOR GOOD GRAMMAR.  ALL CAPS YES WIN ALL TIME THANKS YOU.', 'its camera trick! nowadays its very hard to believe easily on what we have seen in any videos since there are many people now trying to manipulate us (the viewers) just to feed their desires.', ""How would cellphones work now if they don't use satellites.\nstupid. They use towers."", ""You need to do the thinking, if it was some type of actual cell phone, obviously they weren't going to put random towers all over the place. It was kept secret. Nobody at that time would even have an idea to make a regular phone, let alone a cellphone."", 'How can she talk in a cell phone when there is no cell phone tower or satellite? Think people', 'WOW!! I think Justine bieber sucks.', 'The woman is pretending to hear a portable radio. The portable radio was created in 1940.\n In 1928 he was talked about the possibility of this invention']",14,3
108,https://www.youtube.com/watch?v=PEtfe-IiSO8,9441,"Mar 28, 2011",0,no Comments ,27,1
109,https://www.youtube.com/watch?v=xKF2I6TlejM,3239,"Mar 31, 2011",0,no Comments ,3,0
110,https://www.youtube.com/watch?v=OI7lUXljVg4,25980,"Jun 2, 2009",20,"['0:11 The middle urinal does a pretty good Standard Casal impersonation.', 'That middle Kingston was certainly disgusting! Though I am sure several would have chastized me for not videoing that one too, so went ahead and did it last.', 'It was definitely clogged. Nasty.', 'No kidding! I probably will return on some rainy day and redo the full shoot and delete this one.', '@jzbadblood Everyone has hobbies and this happens to be one of mine. Why not?', 'Why do they have to exploded? This is why I never eat fast food everyday...', ""@themagentapolicecar me 2 even though we're not a big fan of the 1997 - 2009 Kohler Kingston toilets it's cool 2 c an old and new kingston in the same bathroom 2gether "", '@themagentapolicecar I agree with u the 3rd stall had the Black olsonite seat replaced on it bcuz the 1st 1 has a black olsonite toilet seat ', 'The middle stall needs a clean and the bathroom also needs a clean. Some people make a mess in restrooms. ', ""you won't believe what I saw o_o"", ""It's funny how most places and companies just unclog the toilets, not clean them after."", 'Either the middle one was clogged or someone exploded..', ""THAT MIDDLE KINGSTON LOOKS LIKE POOP THIS IS WHY I DON'T EAT FAST FOOD ALL DAY 💩"", 'Good Multiflush', 'these are the ugliest toilets ever made!!', 'Good', '@Drakee99. the middle is gross because it look like poop', '@ToonTV95 nope the middle one is not clogged. because is an middle toilet is pressure', 'The newer Stanwell urinal looks like a Bardon, and the newer kingston prove that they have poor bowl wash. That is some pretty gnarley stuff right there.', 'why are you filming toilets what is this? is this a hobby of yours? if so..why?']",27,6
111,https://www.youtube.com/watch?v=R4QBkBaPmJk,1300,"Mar 23, 2009",3,"['E655 244!', 'gran bel treno. 5*', 'un caimanone da fatica..................... bellissimo peccato che cominciano ad accantonarli 5*']",4,0
112,https://www.youtube.com/watch?v=xcWgQPBPWjE,1137,"Sep 13, 2010",0,no Comments ,0,0
113,https://www.youtube.com/watch?v=hobeftf5Nhc,9707,"Jun 24, 2011",0,no Comments ,8,1
114,https://www.youtube.com/watch?v=UTpkmh_Y5as,1735,"Dec 2, 2009",2,"['will there be a xjr??', 'sorry this car IS NOT THAT HOT. the tacky music make it worse!!!']",3,0
115,https://www.youtube.com/watch?v=Koq5YYiN1tc,1027,"Feb 8, 2010",1,['excelente'],9,1
116,https://www.youtube.com/watch?v=CA3wWkrNnRs,22,"May 4, 2009",0,no Comments ,0,0
117,https://www.youtube.com/watch?v=h0o8047NOjk,66777,"Jul 24, 2011",6,"['To by me taky zajimalo :D', 'Kde jste kupoval ten ESEE 6ku? :)', 'Dobrý den, kde jste sehnal ten klasický plochý kámen ? Na netu ho nemužu najít :(', 'To je dobrý tak na ty žabokuchy co jsou na videu a ne na profi nože řezníků ;-)', 'Jak se těm nožům přetahovaným  na keramice daří v půlce šichty na porážce nebo bourárně?', 'bez doprdele takhle brousí ženský v kuchyni.a ne profíci,bych se stydel :D']",92,10
118,https://www.youtube.com/watch?v=L-YJHd6KzTM,1393,"Mar 5, 2009",0,no Comments ,LIKE,DISLIKE
119,https://www.youtube.com/watch?v=1Vw7CvoKjQ0,1110,"Jul 13, 2009",0,no Comments ,1,1
120,https://www.youtube.com/watch?v=-pRZsFHaPLk,37,"Apr 14, 2009",0,no Comments ,1,0
121,https://www.youtube.com/watch?v=dQmxXH_i_9U,584,"Jul 21, 2009",0,no Comments ,2,0
122,https://www.youtube.com/watch?v=w7KocSmogTI,14,"Apr 17, 2011",1,['Go orange bot!!! lol\nthis is isaac btw'],0,0
123,https://www.youtube.com/watch?v=TRsBcjmN8UU,1764,"Oct 2, 2010",0,no Comments ,3,2
124,https://www.youtube.com/watch?v=YV4WLgYTUn4,1079,"Mar 7, 2009",0,no Comments ,1,0
125,https://www.youtube.com/watch?v=LDpT-UNI5rU,470,"Mar 10, 2010",0,no Comments ,0,0
126,https://www.youtube.com/watch?v=tMXzr417iik,21,"Jan 12, 2011",0,no Comments ,0,0
127,https://www.youtube.com/watch?v=koomOoaIF0Q,46229,"Jan 21, 2010",20,"['Clean the gas tank and the carb. Also new plug and fuel filter', '@darnell537 mine does sometimes when im kicking my 350x over', 'this is fast 200x...', ""dude i love three wheelers, they're so easy to pull a wheelie, dont even have to pop the clutch half the time"", '4 gears?', 'your a beast at riding that bike :)', 'very nice wwww', '@nismo315nate your a beast at riding that trike then :)', ""bad ass three wheeler you ride it like I do my Honda 200s three wheeler and my wife's Polaris trail boss and our manco dingo buggy"", 'where are you riding?', '@nismo315nate if you dont know the slang, many guys call their quads and 3wheelers ""bikes""', 'i sat and watched the whole thing to find out were the sick part is .........', '@isaacrparsons the tecate3 was the fastest you dip', 'the guy on the 200x loves that twist throttle because it reminds him of twisting his boyfriends shaft.', 'amazing video\ni have a 200x but the whole engine has been rebuilt and has cobra exaust its beast', 'Awesome video. Made me feel that old familiar fatigue after a full day of trail riding on my 200x.  Loved that feeling', '@foxbodymustangboy89 WRONGG!!! by far not the fastest', '@Sho0tMeNow that is how they were made back then', 'nice ride', 'nice ride']",97,6
128,https://www.youtube.com/watch?v=pMAH-DCjG-s,387,"Oct 16, 2009",0,no Comments ,0,0
129,https://www.youtube.com/watch?v=ba-bUSl2_7g,786,"Sep 3, 2010",0,no Comments ,0,0
130,https://www.youtube.com/watch?v=A82cDz-Ha3I,103726,"Jun 25, 2009",4,"['why pushing?why not pulling?', '6x4 config would have helped,', 'not goin to work, geo tracker/suzuki sidekick/vitara dont got the strength. i tried pushing a nova rts just to see what would happen. ', ""Vous devriez dégonfler l'éssieu arriere""]",39,21
131,https://www.youtube.com/watch?v=5yY2dkHXTxc,72196,"Sep 15, 2010",14,"['Looks like the haircut everyone was wearing at the time inspired by Dorothy Hamill, the ice skater.', ""She's gorgeous"", 'Random person?  Looks more like Randy Jones out of his Village People costume.', 'For all you asking about the haircut it was originally called ""The Pecker Head"" . . .', 'nooo... grass grows', '@FightForUtopia This is also pre-Frank.', 'Hot haircut!', ""And that's why she had to go see Regis, to get better jokes.\n\nYes, kids, that's the dame that did the show with Regis before Kelly Ripa, the future Kathie Lee Gifford.  She also used to do commercials for Carnival Cruises."", 'Did he just walk out of a gay bar', '""He mowed his lawn"".  Is that what they call it now?', 'she was also the girl singer on Name That Tune.', 'Braless...yum yum....she needs to be rimmed...then...and Now !', '@UncleMikeNJ Before she did Carnival Cruise ads, she used to sing Christian songs on The 700 Club for Pat Robertson.', ""a priest moves into a new parish but has no lawn mower so   he asks  the man next door and he said he  will try to do it but he has his own lawn to cut first and that's a half  acre and his wife will go mad if don't cut the lawn before the rain that's expected later  . the priest asks if he has a ride on ? yer man says well if I don't cut the lawn there will be no chance of one .""]",166,16
132,https://www.youtube.com/watch?v=JUO-Ym6UpZA,3084,"Apr 12, 2011",0,no Comments ,LIKE,DISLIKE
133,https://www.youtube.com/watch?v=lRXe9tW_2lY,2485,"Apr 21, 2011",1,['the expression of joy.'],3,1
134,https://www.youtube.com/watch?v=MYaVuq2wVbM,2876,"Apr 8, 2011",0,no Comments ,2,14
135,https://www.youtube.com/watch?v=_XUoq2AJb-E,9433,"Mar 3, 2010",3,"['Thanks for the tour but some music would be nice!', 'Where to contact you at?', 'Nice place.  Does it have any kind of a fenced yard?']",3,1
136,https://www.youtube.com/watch?v=b0I9FSy-ckA,5939,"Jul 6, 2009",0,no Comments ,10,2
137,https://www.youtube.com/watch?v=c4kbPHdCIE8,2460,"Mar 6, 2009",1,['cool gute camera xD'],1,0
138,https://www.youtube.com/watch?v=2IYxBF76k8Q,26713,"Aug 6, 2009",9,"['Eu também gostaria.', '@FerroviasdeSP Algumas estações estão passando por modernização, algumas delas já prontas, mas continuam/continuarão sendo administradas pela CPTM', 'o Alstom Milenio tem um motor', 'Eu andeiiii!!!', 'Putz que aceleração do caralho. Quantos km/h o trem faz? Aqui de BH não chega nem perto dessa velocidade. =(', 'As linhas da CPTM vão ser modernizadas? e se forem modernizadas vão continuar pela CPTM ou vão passar a ser administradas pelo metro de são Paulo? quem souber responder estas minhas duvidas obrigado!!!', 'Muito legal já andei no Alstom Milenio tb ', 'Ninguem me ajuda né? que merda!!!', 'Esse trem atualmente está circulando na Linha 3-Vermelha e em julho de 2014 causou a morte de um jovem e deixou outro ferido num acidente grave na estação Consolação (percebi pelo número 2133 no minuto 0:11). Andei nele agora em 2020 na Linha 3-Vermelha num dia que eu precisei ir pra zona leste. Nossa, já tem 10 anos de uso, como passa o tempo!']",43,4
139,https://www.youtube.com/watch?v=-fQCvpK82Dw,452,"Aug 17, 2011",0,no Comments ,0,1
140,https://www.youtube.com/watch?v=SIFTFe-lZoE,1458,"Jun 15, 2009",0,no Comments ,3,0
141,https://www.youtube.com/watch?v=l9DlHG2t5dU,12,"Aug 18, 2009",0,no Comments ,0,0
142,https://www.youtube.com/watch?v=z7FTg1R3Hik,1172,"Feb 15, 2010",0,no Comments ,1,0
143,https://www.youtube.com/watch?v=HHzyIV8AraY,4512,"Sep 7, 2011",4,"['I love living in Lawton I live here for 19 years', ""Great Video - I used to live in Lawton so I've been up and down that son of a gun many many times.  This brings back great memories.  Thanks!"", 'next time you post a ride down mount scott do so when there is no traffic or get some balls and pass the slower.', 'Wonder why your brakes are almost worn out. If you would have gone around that vehicle instead of wearing them down. Learn to descend.']",12,2
144,https://www.youtube.com/watch?v=3f-VZ1vz-is,799,"Sep 23, 2009",0,no Comments ,8,2
145,https://www.youtube.com/watch?v=7o3eySihH1I,546,"Aug 9, 2009",0,no Comments ,0,0
146,https://www.youtube.com/watch?v=R7mHnV3AtwY,418,"Aug 16, 2011",0,no Comments ,0,0
147,https://www.youtube.com/watch?v=RQyfonpoPLI,942,"Feb 5, 2009",1,"['Thats so cute! For a better job you could put Him/Her on the outside!! No,no,no, dont  Im just joking! , Love it!']",5,0
148,https://www.youtube.com/watch?v=01TRj3yxb90,364,"Jan 10, 2010",0,no Comments ,1,1
149,https://www.youtube.com/watch?v=SSHGfL-HC58,2914,"Aug 25, 2009",0,no Comments ,0,0
150,https://www.youtube.com/watch?v=iajkOj4iuo0,28538,"Nov 4, 2008",1,['nitido'],21,0
151,https://www.youtube.com/watch?v=1h1_zm3maSU,1264,"Oct 14, 2009",0,no Comments ,0,0
152,https://www.youtube.com/watch?v=MTy79CCuwvw,591,"Jul 5, 2009",1,['alguien sabe el temazo del minuto 1:14 ????????'],1,0
153,https://www.youtube.com/watch?v=8Lx004yCltY,5551,"Aug 19, 2010",5,"['form of reinforcement???? to get snack from the trainer?!?!?  what BS!!!!    The repetative motions mean they are going insane.   STOP LYING TO THE PUBLIC!!!', 'That is a a very sad sight !!.', 'All this swaying is making me sick to my stomach....how much stress are all these elephants going through?!', ""The poor things look horribly miserable :'( They're such beautiful precious creatures...Excuse me while I go cry my eyes out "", 'I recently saw the bull elephant through the bars of his ""habitat"" all the way in the back and away from the public\'s view. He was swaying continuously inside a space of roughly half an acre. He didn\'t have any room to walk. Is there anything I can do?!']",8,9
154,https://www.youtube.com/watch?v=ga0pJ2ptH-4,52,"Aug 17, 2011",0,no Comments ,2,1
155,https://www.youtube.com/watch?v=fKcQHKylUP0,2943,"Aug 31, 2008",0,no Comments ,1,2
156,https://www.youtube.com/watch?v=ZujaUnrRSIA,751,"May 21, 2011",0,no Comments ,0,0
157,https://www.youtube.com/watch?v=-nOfuA8B7As,522,"Jul 3, 2011",0,no Comments ,0,0
158,https://www.youtube.com/watch?v=LLyAW75B7wo,825,"Mar 10, 2011",0,no Comments ,0,0
159,https://www.youtube.com/watch?v=CxZgJKywzjQ,6198,"Jul 3, 2011",3,"['i would say you can call it that way.\n\nthey are now in the swissbianco newsletter\n\n+B\nswissbianco com', 'nice!!!', ""Beautiful knife! I don't prune but I'd buy this knife. It cuts other things too so I'd carry it in my pocket.""]",LIKE,DISLIKE
160,https://www.youtube.com/watch?v=K9VtPV-Jdx4,5,"Aug 26, 2011",0,no Comments ,0,0
161,https://www.youtube.com/watch?v=ItfloO2owvM,442,"May 5, 2009",0,no Comments ,0,0
162,https://www.youtube.com/watch?v=SIpmzbd9TlY,4191,"Nov 1, 2009",1,['lata veia caiau deve ser ex motorista da viplan pra ficar filmando essas bosta ai kkkkk'],9,0
163,https://www.youtube.com/watch?v=yDeiR1Viaaw,641,"Apr 27, 2009",11,"['""Miracle Gro.  It ain\'t just for Plants.""', 'No, that had to be dubbed!  He will do most everything else but meow on cue!', '@themamagoatshow   Well, it actually starts at the top of the video, 1:23 is just the middle of it.  It is from one of those incredibly obscure records of generic music made for radio commercials by Capital Records in the 50\'s.  I found it in a thrift store years ago, it was stamped ""NOT FOR RESALE"" & ""NOT FOR PUBLIC USE"" & had radio station call-letters on it...the selection, I think, is called ""Traveler\'s Holiday"" or something like that (they all have titles like that!)', 'Wow. That is so cool! And so funny! The best part is when the neighbor lady comes over to take care of the cat!  Hahaha! And the MEOWING! Is that really how he sounds? Soooo cute!', 'OMG............. You are awesome! LOL', ""thank you i will look for it im suer it will be hard but when your just crazy for the 1950's it dus not matter"", 'a true shining star !!!!', 'wow!!!!!! i have no idea how you did all this - fascinating - and now the thoy is so ""normal sized"" i mean that is really amazing like how did you get him so freaking big? miracle gro i guess. \n\n\ni still want to copy that san carlos image.', ""You'll always be the biggest kitty in the world, Thoy."", 'sorry dont mean to bug you but what is that music at 1:23', ""Funny stuff. That's one big cat.""]",18,0
164,https://www.youtube.com/watch?v=wwBbZKKtseI,512,"Jul 23, 2009",3,"['dankalank', ""It's nick aka hedge hater, just wanted to let you know that you are indeed a god."", 'fuckkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk']",4,0
165,https://www.youtube.com/watch?v=a-CmN_wYayE,516,"Jan 28, 2009",0,no Comments ,0,0
166,https://www.youtube.com/watch?v=ytrYP55fv-A,2484,"Jun 22, 2010",0,no Comments ,1,0
167,https://www.youtube.com/watch?v=tJIKAS6MBrs,331119,"Mar 28, 2011",20,"['Indian Larry wins by default!', 'R.I.P. Johnny Chop', 'Ahh, the good ol days!  Thanks, for posting the show. Hank', '240 HD we meet again', 'Hank Young was very gracious. I would have been pissed as hell with the motor showing up so late. Plus all the failed promises and not giving him up to the minute  updates as to what was going on.', 'RIP Johnny Chop!', 'a lot of quality work done on both bikes.  Both are works of art, but I think the better bike did win.  Both builders earned my respect. ', 'Awesome Video..Thanks man, much appreciated..RIP Johnny Vasko!!!!!  ', ""remind never to order a motor from hank's supplier! he was a lot more gracious than i ouwld have been for that performance."", 'Love the content liked and subscribed !  Keep em coming !!', 'if anyone knows where to buy the dvds, (english) i would happy to upload them as i buy them. thanks in advance.', 'Hank was awesome. Built beautiful bikes. Spent a night hanging out on south beach with him and his bro. Great guys.', ""It's weird how sushi is considered so foreign in the south... It's so common now back in almost every other part of the world..."", 'amazon has them', 'if hank would have done a different paint scheme i think he would have had a better chance love the bike but the paint seemed off to me ', '@oldman850 there not their. and hello from ga', 'Do you have the hank young versus cole foster episode?', 'YOUNGS CHOPPERS N RODS ARE #1!!!', 'RIP Johnny...... \nPs. Ur a bad man and super cool!!', 'Just wanna say thank-you for gathering these into one playlist, If i could, i would watch this all day long, everyday. would love to do this for a  living.I would be happy just making enough coin just to pay the bills and keep building..(and riding of course)']",734,79
168,https://www.youtube.com/watch?v=H5f8VhdU_CQ,56,"Nov 23, 2010",0,no Comments ,0,0
169,https://www.youtube.com/watch?v=fwTQiC5gRi8,3249,"Oct 9, 2011",0,no Comments ,4,5
170,https://www.youtube.com/watch?v=ojiIyU5ibT0,145,"Aug 31, 2010",0,no Comments ,1,0
171,https://www.youtube.com/watch?v=rpm9su_8dAg,772,"Jul 8, 2009",0,no Comments ,3,0
172,https://www.youtube.com/watch?v=dy_CHPPehdY,1483,"Jun 22, 2011",4,"['Tierra Blanca, Veracruz', 'en donde es esto?', 'orales que bien en que rio es? saludos', 'Muy buen lugar para relajarse viejos recuerdos nomas me quedaron ;-)']",6,0
173,https://www.youtube.com/watch?v=xbL4hiu8qh0,2147,"Nov 15, 2008",0,no Comments ,0,0
174,https://www.youtube.com/watch?v=wDBXLkQOzhA,523,"Mar 10, 2011",0,no Comments ,0,0
175,https://www.youtube.com/watch?v=IhSCKJ9dytM,739,"Jul 5, 2011",0,no Comments ,3,1
176,https://www.youtube.com/watch?v=AbC4VwFKlDo,3378,"Aug 17, 2011",4,"['OMG name of the song? perfect editing :P', 'First..', '@Astro247z its a remix of kill humans by dubsidia', 'Cool french car show.']",11,0
177,https://www.youtube.com/watch?v=ydSg-Gw0lpY,2645,"Aug 7, 2011",0,no Comments ,4,1
178,https://www.youtube.com/watch?v=zxxPHIe9980,8775,"May 17, 2011",6,"['Boca es un sentimiento que no se puede explicar ♪', 'eeeeeeeeeeaaaaaaaaaaaaaaaaaaaaaaaaaa', 'yo estuve ahy', 'daleeeeeeeeeeeeee bocaaaaaaaaaaa ', 'yo quiero ir a ver un partido!!\nsiempre quise estar ahi, no conozco la bombonera estoy estudiando hace 3 años y nunca consigo entradas si sabes a quien le puedo comprar o algo porfavor avisame ', 'Yo estuve hay y no se escuchava nada todavia no estaba los parlantes jajajajaja']",46,1
179,https://www.youtube.com/watch?v=aX0x8Jgc0bc,3252,"Sep 3, 2009",6,"['ghostwriter rjd2', 'wo is die halle bei 6:24 ??', 'wie heißt der song bbei 6:30 ?\nfettes vid', 'tschüa.. der harri a no imma am start.n1', 'yeah pieschi.. schönes ding', 'fettes skatevideo leute']",25,2
180,https://www.youtube.com/watch?v=tJL2GKP-v8Y,12589,"Aug 2, 2011",5,"['Cold steel 700 $ / Fox 100 $', 'Cold Steel San Mai III Kukri > Fox Kukri', 'i didnt say anything about prices ', 'Please present your logic and reasons. Anyone can say: ""My Dad is better than your Dad"". But why is it so? Convince me.\nExample: My Dad can bench 300 lbs yours can only do 250 lbs.\nMy Dad is taller so he can dunk a basket ball 12 times a game.\nMy Dad... an so on.', ""That's better. Good boy, now run along while we adults talk. ""]",22,5
181,https://www.youtube.com/watch?v=DLIvd-tBhIc,10834,"Mar 27, 2010",0,no Comments ,32,4
182,https://www.youtube.com/watch?v=YvjSaYpQdOk,1350,"Mar 2, 2010",0,no Comments ,1,0
183,https://www.youtube.com/watch?v=WpZZJCqwuJ0,1062,"May 13, 2010",0,no Comments ,1,0
